symbol,entry_bar,exit_bar,entry_time,exit_time,direction,outcome,entry,tp1,tp2,sl,gross_r,net_r,cost_r,mtf_score,volume_ratio,rsi,eff_ratio,vol_atr_pct,vol_ratio_regime,adaptive_pack,adaptive_reason,risk_mult,size_mult,quality_score,trend_score,volatility_score,entry_quality_score,portfolio_risk_score,session,trend_1h,trend_4h,entry_source,bos_extension_atr,bos_candles_ago,overhead_atr,underfoot_atr,buy_pressure,accel_ratio,absorption,signals,score_tags,premium,knn_score,swing_trend
TSLAUSDT,215,263,1775784600,1775828700,LONG,TRAIL,346.875,349.38,353.67170823,344.60943059,0.0,-0.30621440991295706,0.30621440991295706,15,2.29,66.12,0.28187919463086236,0.002102386349424608,0.731819664371422,base,adaptive disabled,1.15,1.0,74.8,55,83,90,80,OFF,bullish,neutral,FVG,1.428,1,2.482,10.04,-0.1411,0.0,2.067,BOS bullish | Vol 2.3x | FVG | ChoCH | Engulfing | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF | QualityRisk:1.15,0,0.4,range
MUUSDT,216,255,1775785500,1775821500,LONG,TRAIL,420.085,423.83495891,431.33487673,416.33504109,0.9712110801684382,0.7471632918688044,0.2240477882996338,14,1.63,66.35,0.1519434628975255,0.0035522823122282744,0.771686591775049,base,adaptive disabled,1.15,1.0,69.3,65,68,70,80,OFF,bullish,neutral,FVG,0.024,2,0.685,14.267,-0.0643,0.0,1.899,BOS bullish | Vol 1.6x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15,0,0.6,range
METAUSDT,218,264,1775787300,1775829600,LONG,TRAIL,629.81,637.92,650.6784,627.29076,3.050884265177337,2.3008842651773276,0.7500000000000095,15,3.35,60.58,0.3662551440329228,0.0016316456418589084,0.729067874993301,base,adaptive disabled,1.15,1.5,76.8,65,90,80,80,OFF,bullish,neutral,OB,2.18,8,3.768,16.093,0.0156,2.938,4.321,BOS bullish | Vol 3.4x | FVG | OB | ChoCH | BullWick | StrongTrend1h | Zone:OB | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | OB+1 | ChoCH+1 | BullWick+1 | Zone:OB+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15,0,0.6,bull
NVDAUSDT,255,262,1775820600,1775827800,LONG,TP2,183.345,185.17,185.99945739,182.46018087,2.999999999999968,2.5855763199875392,0.4144236800124286,16,3.45,62.12,0.23348017621145903,0.0011263460305371337,1.2118158175607947,base,adaptive disabled,1.15,1.0,79.3,65,88,90,80,OFF,bullish,neutral,FVG,1.047,2,1.594,3.05,0.1669,0.0,3.443,BOS bullish | Vol 3.5x | FVG | MACD_Div | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | MACD_Div+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15,0,0.475,range
MUUSDT,257,262,1775822400,1775827800,LONG,TRAIL,420.355,424.37204463,432.40613389,416.33795537,1.1497303714998086,0.9404446708328507,0.20928570066695798,14,2.02,57.19,0.28088506453595663,0.0021525996783549888,0.6800769207700125,base,adaptive disabled,1.15,1.0,75.3,65,83,80,80,OFF,bullish,neutral,OB,0.204,7,1.156,4.056,0.1047,1.156,2.311,BOS bullish | Vol 2.0x | FVG | OB | StrongTrend1h | Zone:OB | MTF 14 | Risk x1.15,BOS+2 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | OB+1 | Zone:OB+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15,0,0.575,bear
MSTRUSDT,265,270,1775829600,1775835000,LONG,TRAIL,129.89,131.54183099,134.84549297,128.23816901,1.3860317154460646,1.1501298572299254,0.2359018582161392,15,3.86,52.32,0.22500000000000073,0.016088553901947314,7.482326746832784,base,adaptive disabled,1.15,1.5,69.2,65,67,70,80,OPEN,bullish,neutral,FVG,0.922,9,3.203,1.638,0.0119,0.0,2.143,BOS bullish | Vol 3.9x | FVG | LiqSweep | BullWick | Session:OPEN | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.15,BOS+2 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | LiqSweep+1 | BullWick+1 | Zone:FVG+1 | Sess:OPEN | Strong1h+1 | QualityRisk:1.15,0,0.525,range
MSFTUSDT,272,457,1775835900,1776003300,SHORT,TRAIL,372.81,368.96521874,361.27565621,376.65478126,1.016392997464981,0.8224625890546982,0.19393040841028283,14,3.92,28.75,0.40485829959513725,0.0033230569962221686,1.6621044946575392,base,adaptive disabled,1.0,1.0,75.8,65,100,70,80,MIDDAY,bearish,neutral,FVG,0.631,1,3.353,3.542,-0.0995,3.938,3.107,BOS bearish | Vol 3.9x | FVG | ChoCH | BearWick | StrongTrend1h | Zone:FVG | MTF 14,BOS+2 | 1h+2 | 4hN+1 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | BearWick+1 | Zone:FVG+1 | Sess:MIDDAY | Strong1h+1,0,0.6,range
MUUSDT,522,551,1776060900,1776087900,LONG,TRAIL,413.22,417.47,421.06221806,410.60592731,0.0,-0.31615035158031507,0.31615035158031507,13,1.71,65.4,0.21095484826054603,0.0029859600168755823,1.0503629180054772,base,adaptive disabled,1.15,1.0,71.0,60,85,70,80,OFF,neutral,bullish,FVG,1.372,1,5.445,0.64,-0.0618,10.0,1.272,BOS bullish | Vol 1.7x | FVG | ChoCH | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | BodyStrong+1 | 1hN+1 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF | QualityRisk:1.15,0,0.425,bull
INTCUSDT,541,550,1776078000,1776087000,LONG,TP2,62.17,62.94301635,64.48904905,61.39698365,4.500000000000014,4.258724378856941,0.24127562114307194,13,4.06,70.68,0.4623655913978458,0.0031559446483392494,1.400337725393921,base,adaptive disabled,1.25,1.5,87.0,80,100,90,80,OFF,bullish,bullish,FVG,1.849,1,3.287,0.959,0.2057,1.324,1.91,BOS bullish | Vol 4.1x | FVG | ChoCH | Zone:FVG | MTF 13 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.425,bull
XAGUSDT,546,561,1776082500,1776096900,SHORT,SL,74.33,72.64,72.2281608,75.03061307,-1.1133106609044532,-1.3254962543019606,0.2121855933975074,14,1.37,38.04,0.3009708737864007,0.003958059658084173,1.342142047697621,base,adaptive disabled,1.15,1.0,83.7,90,96,70,80,OFF,bearish,bearish,FVG,1.446,8,3.39,4.565,-0.2826,2.444,0.723,BOS bearish | Vol 1.4x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15,0,0.625,bear
GOOGLUSDT,551,553,1776087000,1776089700,LONG,TRAIL,315.36,318.12,322.52925319,312.97024894,2.904409188233957,2.5085185802808487,0.3958906079531084,13,18.41,67.27,0.3219895287958022,0.005307392296358997,6.1660104278612335,base,adaptive disabled,1.25,1.5,67.8,55,78,70,80,OPEN,bullish,neutral,FVG,1.892,2,2.893,8.116,-0.0815,1.929,5.257,BOS bullish | Vol 18.4x | FVG | ChoCH | Session:OPEN | Zone:FVG | MTF 13 | Risk x1.25,BOS+2 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OPEN | QualityRisk:1.15 | RelStrengthRisk:1.25,0,0.5,range
METAUSDT,551,554,1776087000,1776090600,LONG,TRAIL,625.45,630.98468571,642.05405714,619.91531429,1.0531255364110477,0.7141089963011351,0.33901654010991245,15,15.01,61.47,0.3059250302297482,0.00540901111529421,5.809277937826504,base,adaptive disabled,1.25,1.5,82.2,80,76,90,80,OPEN,bullish,bullish,FVG,1.844,3,0.794,1.745,-0.1966,1.032,4.526,BOS bullish | Vol 15.0x | FVG | ChoCH | Session:OPEN | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OPEN | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.5,bull
MSFTUSDT,552,554,1776087900,1776090600,LONG,TRAIL,372.33,376.41619663,384.5885899,368.24380337,2.5276875141387807,2.254330624800832,0.2733568893379491,14,11.12,67.0,0.3059653624118029,0.007492269830981055,6.937467249998189,base,adaptive disabled,1.15,1.5,73.5,55,76,90,80,OPEN,bullish,neutral,FVG,3.011,3,0.091,0.115,0.2,6.694,4.42,BOS bullish | Vol 11.1x | FVG | ChoCH | Session:OPEN | Zone:FVG | MTF 14 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+2 | RSI+1 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OPEN | RelStrengthRisk:1.15,0,0.25,range
INTCUSDT,553,555,1776088800,1776091500,LONG,TRAIL,62.915,63.858725,65.746175,61.971275,1.7768233090594219,1.6434899757260886,0.13333333333333325,15,1.65,68.32,0.35181236673773814,0.02067646186029812,9.097643218545905,base,adaptive disabled,1.25,1.0,74.5,90,80,50,80,OPEN,bullish,bullish,FVG,2.669,2,-1.0,3.183,0.2055,8.706,1.12,BOS bullish | Vol 1.6x | FVG | LiqSweep | ChoCH | Engulfing | Session:OPEN | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | LiqSweep+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OPEN | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.525,range
SNDKUSDT,556,568,1776091500,1776103200,LONG,TRAIL,900.26,913.7639,940.7717,886.7561,1.81498009783784,1.6816467645045072,0.13333333333333292,15,2.47,71.87,0.4409897087803822,0.014405677802949643,4.6843906500821095,base,adaptive disabled,1.25,1.0,86.5,90,80,90,80,OPEN,bullish,bullish,FVG,4.059,5,-1.0,6.71,0.2843,0.0,2.168,BOS bullish | Vol 2.5x | FVG | ChoCH | Session:OPEN | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OPEN | Strong1h+1 | TrendPairRisk:1.15 | RelStrengthRisk:1.25,0,0.6,range
MUUSDT,575,579,1776108600,1776113100,LONG,TRAIL,422.165,428.497475,441.162425,415.832525,1.049473914461286,0.9161405811279535,0.1333333333333324,15,6.29,68.78,0.34988565828160717,0.005085940535882305,1.1884528688176557,base,adaptive disabled,1.25,1.0,90.5,90,100,90,80,CLOSE,bullish,bullish,FVG,2.19,3,0.731,2.803,0.4405,3.267,12.897,BOS bullish | Vol 6.3x | FVG | ChoCH | Session:CLOSE | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTC+2 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:CLOSE | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.4,range
INTCUSDT,593,646,1776124800,1776173400,LONG,SL,65.74,66.55478149,68.18434448,64.92521851,-2.5037387631375725,-2.665107181067636,0.16136841793006337,16,2.21,70.47,0.5781249999999891,0.002834325965166494,0.7964455962130034,base,adaptive disabled,1.25,1.0,82.5,90,90,70,80,OFF,bullish,bullish,FVG,0.739,6,-1.0,18.675,0.3785,0.542,1.496,BOS bullish | Vol 2.2x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+2 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | NestedOB_1h+2 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.575,bull
MUUSDT,597,627,1776128400,1776156300,LONG,TRAIL,432.03,438.29081552,450.81244655,425.76918448,1.3564953882228572,1.2184846135498477,0.13801077467300948,15,1.68,69.0,0.37298636926889633,0.003794124047449939,0.8369272566371664,base,adaptive disabled,1.25,1.0,84.5,90,100,70,80,OFF,bullish,bullish,FVG,1.219,4,-1.0,10.169,0.0627,1.02,1.209,BOS bullish | Vol 1.7x | FVG | Engulfing | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | BTCok+1 | FVG+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | NestedOB_1h+2 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.475,bull
XAUUSDT,598,621,1776129300,1776150900,LONG,TRAIL,4747.65,4768.47479863,4810.12439588,4726.82520137,1.8679176085210172,1.4119564168328795,0.45596119168813765,13,1.34,68.67,0.48678071539660756,0.0015742698736347146,0.9977302653797395,base,adaptive disabled,1.15,1.0,75.8,65,100,70,80,OFF,bullish,neutral,FVG,0.411,3,2.927,3.616,-0.0143,0.573,1.805,BOS bullish | Vol 1.3x | FVG | ChoCH | Engulfing | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.15,BOS+2 | BodyStrong+1 | 1h+2 | 4hN+1 | Vol+1 | BTCok+1 | FVG+1 | ChoCH+1 | Engulfing+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15,0,0.425,bull
AMZNUSDT,607,614,1776137400,1776144600,LONG,TRAIL,240.185,241.14574,243.06722,239.22426,1.0724390214568542,0.5724390214568622,0.49999999999999195,13,1.52,66.39,0.26633165829145283,0.0010537545675394775,1.006462062548727,base,adaptive disabled,1.25,1.0,76.7,90,91,50,80,OFF,bullish,bullish,FVG,0.943,1,0.686,10.504,0.2368,0.0,1.972,BOS bullish | Vol 1.5x | FVG | ChoCH | StrongTrend1h | Zone:FVG | MTF 13 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.625,range
METAUSDT,608,638,1776138300,1776166200,LONG,TRAIL,638.345,640.89838,646.00514,635.79162,2.6152791241543287,1.8652791241543465,0.7499999999999821,15,2.29,71.87,0.3128342245989197,0.0007915994086149803,0.7507079824477346,base,adaptive disabled,1.25,1.5,87.9,90,87,90,80,OFF,bullish,bullish,FVG,2.224,8,-1.0,16.707,0.7798,0.0,3.197,BOS bullish | Vol 2.3x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 15 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.6,bull
GOOGLUSDT,618,624,1776147300,1776153600,LONG,TRAIL,321.8,323.0872,325.6616,320.5128,0.9906830700904773,0.4906830700904712,0.5000000000000061,16,3.77,66.94,0.25531914893617536,0.0009630664506761993,1.5476477862367817,base,adaptive disabled,1.25,1.0,88.5,90,90,90,80,OFF,bullish,bullish,FVG,2.003,1,0.167,5.8,0.1032,0.0,4.754,BOS bullish | Vol 3.8x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 16 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.575,range
SNDKUSDT,623,634,1776151800,1776162600,LONG,SL,978.59,992.85,1006.85226706,969.16924431,-1.2525534456355243,-1.4603053568837379,0.20775191124821366,20,1.48,58.37,0.19361358124494688,0.006565613754768287,1.3619257525577009,base,adaptive disabled,1.25,1.0,84.1,90,83,80,80,OFF,bullish,bullish,OB,0.337,1,1.787,3.176,0.1219,0.369,1.416,BOS bullish | Vol 1.5x | FVG | OB | LiqSweep | ChoCH | StrongTrend1h | Zone:OB | 💎PREMIUM | MTF 20 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+1 | RSI+1 | BTC+2 | FVG+1 | OB+1 | LiqSweep+1 | ChoCH+1 | Zone:OB+1 | Sess:OFF | Strong1h+1 | 💎Premium+3 | QualityRisk:1.15 | TrendPairRisk:1.25,1,0.8,range
INTCUSDT,625,628,1776153600,1776157200,LONG,TRAIL,65.9,66.46999529,67.60998588,65.33000471,1.7021198234924309,1.3552748521945155,0.3468449712979156,14,1.86,69.73,0.3248407643312119,0.0038327327643959477,2.287096169593951,base,adaptive disabled,1.25,1.5,76.1,90,88,50,80,OFF,bullish,bullish,FVG,1.688,3,-1.0,24.189,-0.079,4.667,0.632,BOS bullish | Vol 1.9x | FVG | MACD_Div | ChoCH | StrongTrend1h | Zone:FVG | MTF 14 | Risk x1.25,BOS+2 | 1h+2 | 4h+2 | Vol+1 | BTC+2 | FVG+1 | MACD_Div+1 | ChoCH+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.525,bear
EWYUSDT,629,652,1776157200,1776178800,LONG,TRAIL,141.875,143.58570247,147.00710742,140.16429753,1.150622002149801,0.98475446821212,0.16586753393768106,18,3.73,67.55,0.20328542094455318,0.0019904141033352447,1.0839335880440237,base,adaptive disabled,1.25,1.0,87.3,90,84,90,80,OFF,bullish,bullish,FVG,1.931,3,-1.0,7.695,0.244,0.0,3.016,BOS bullish | Vol 3.7x | FVG | ChoCH | BullWick | StrongTrend1h | Zone:FVG | MTF 18 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | ChoCH+1 | BullWick+1 | Zone:FVG+1 | Sess:OFF | Strong1h+1 | NestedOB_1h+2 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.35,range
MUUSDT,629,646,1776157200,1776173400,LONG,SL,435.69,439.3527027,446.6781081,432.0272973,-1.3350796940193839,-1.572985981089857,0.23790628707047323,16,2.82,61.17,0.27547592385218345,0.004428050383684905,1.6223695367305278,base,adaptive disabled,1.25,1.0,92.1,90,93,100,80,OFF,bullish,bullish,OB,0.451,3,-1.0,15.962,-0.0005,2.28,2.061,BOS bullish | Vol 2.8x | FVG | OB | ChoCH | StrongTrend1h | Zone:OB | MTF 16 | Risk x1.25,BOS+2 | BodyStrong+1 | 1h+2 | 4h+2 | Vol+2 | RSI+1 | BTCok+1 | FVG+1 | OB+1 | ChoCH+1 | Zone:OB+1 | Sess:OFF | Strong1h+1 | QualityRisk:1.15 | TrendPairRisk:1.25,0,0.55,bull
